a,b,c,d,e,f,g,h,i,class
1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,1.5_to_2.5,2.5_to_3.5,2.5_to_3.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,0.5_to_1.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,1.5_to_2.5,2.5_to_3.5,1
2.5_to_3.5,2.5_to_3.5,0.5_to_1.5,2.5_to_3.5,0.5_to_1.5,1.5_to_2.5,0.5_to_1.5,2.5_to_3.5,1.5_to_2.5,1
